id	nameoflecturers	commentonassesmentdata	commentonmoduleevaluation	responserate	expandasappropriate	feedbackavaiabletostudents	effectivenessofchanges	nextenhancements	roleonmodule	submit	staffid	staffname	timecompleted	assessexam	assesscoursework	assessother	deviate	updatespecification	studentsprepared	learningresourcesupport	studentprogress	feedbacktimely
MATH3023	Dr Christine Currie, Miss Marion Penn	The marks are within the expected range for the limited number of students on the module, taking into account the fact that we use a selection process to decide who can complete the module.	The module evaluation scores were very good, but there were some recurring themes. In particular, students were concerned about the content of the final report and what was expected of them in the special project. 	9%	The learning outcomes in the module specification were updated for this year.    As the presentations were held over a number of weeks and we wished to release   all of the marks together it was not possible to release marks within 4 weeks of   submission.  Also we experienced difficulties in obtaining feedback from one of the   teachers on a student and were waiting to be able to send the teacher feedback with the other feedback.   Changes will be made to reduce the chances of this problem occuring again in future.	There was no exam.  Detailed individual feedback on the report and presentation  along with comments from the teacher they worked with in has been sent to students.	We adjusted the word count of the report to exclude tables and references this resulted in significantly fewer complaints about the word count.    We included a wider variety of interactive/active learning teching techniques  within tutorials to demonstrate the types of techniques they might experience in school or wish to use for special projects.  The session demonstrating the zappers to students was particularly well recieved, as was the inclusion of example lesson 'starters' in lectures.    We also used panopto lecture recording to make recordings of sessions available to students.  The module evaluation questionairre responses show that this was well recieved although not used to a great extent.  There was an issues with one of the recordings but generally it worked well.	More guidance needs to be given on writing the final report as many students were confused about what material should be included in it.    Similarly, students worried a great deal about their special project, and would appreciate more guidance on this early on.	Module lead	Save and Submit	1655523	Dr Christine Currie	1402864632	0	100	0	yes	no	yes	yes	yes	yes
MATH3024	Dr Giampaolo D'Alessandro	Everything was fine	The students have been happy with the module and have raised no specific issue.	13%	This is the last year that this module will (and can) run.	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	No changes were made.    The current syllabus is:<br /><ul>  <li>Properties of elementary generalised functions (such as the Dirac delta-function).</li>  <li>Green's functions for simple second order linear ordinary differential equations.</li>  <li>The origin and properties of the main linear partial differential equations of engineering. Classification of PDEs. Consistent initial and boundary conditions.</li>  <li>Green's functions for the Poisson and Helmholtz equations (in all of space).</li>  <li>Green's functions for bounded regions: the Kirchhoff-Helmholtz representation and the method of images.</li>  <li>The diffusion (or heat) equation.</li>  <li>The wave equation.</li>  </ul>	This is the last time this module will be taught.	Module lead	Save and Submit	1388029	Dr Giampaolo D'Alessandro	1390477454	90	100	0	no	yes	yes	yes	yes	yes
MATH3025	Dr Marika Taylor	No.	Students were generally happy with this module and content with the lecturing and notes provided. 	5%	Coursework was returned within a maximum of two weeks and usually less. Detailed feedback was given in class and on Blackboard and individualised comments were given on scripts. 	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	This is the final year that MATH3025 is being taught and no significant changes were made to the module this year. In response to requests from students, I did include applications of the mathematics we were studying e.g. examples of physical problems which are described by PDEs solvable by the methods taught.	MATH3025 will be replaced by a new module next year. Students would like to see more discussion of the general theory of integral transforms and more applications to engineering problems. 	Module lead	Save and Submit	2175371	Dr Marika Taylor	1402050513	80	20	0	no	no	yes	yes	yes	yes
MATH3027	Miss Marion Penn	The marks came out particularly high this year.  The exam format and level of difficulty were very similar to those of previous years so this was unexpected.  I suggest a few short open ended questions to test the understanding of the top students for next year.	The responses to the questionnaire suggest that students were happy with the unit overall.  They support the continued use of the quick quizzes in my teaching in general.	7%	The module is being changed to go from 10 to 15 CATS for next year so the specification will need to be updated accordingly.	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	The inclusion of quick quizzes at the start of each week went down well and for those who attended the tutorial sessions were appreciated.     The online queuing quiz for reviewing the topic was not well taken up, so I'd continue to make it available now that it exists but won't do additional online review quizzes for this unit.	The head of the OR group is considering adding an additional topic (move from 10-15 CATS) and adjusting the coursework so that the topic exercise count less and there is a more substantial simulation coursework - I support this change. 	Module lead	Save and Submit	3226719	Miss Marion Penn	1392916961	80	20	0	no	yes	yes	yes	yes	yes
MATH3031	Dr David Jones, 		The level of satisfaction was high, although some students said more guidance early on in the module would have been welcome.	6%		Feedback is sent to each student directly by the supervisor.	The current syllabus is:<br /><p>Not applicable</p>	The module coordinator will send additional emails early on to make sure all students are clear as to how the module works.	Module lead	Save and Submit	1523473	Dr David Jones	1405352240	100	0	0	no	no	yes	yes	yes	yes
MATH3032	Dr Ashot Minasyan, Prof Joerg Fliege, Prof Sujit Sahu, Prof Janne Ruostekoski	No.	Overall satisfaction rates have improved, but, paradoxically, satisfaction rates for feedback given have gone down. Reasons might include an early deadline for providing student feedback. This matter is under further consideration.	65%		Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	The current syllabus is:<br /><p><strong>Instruction</strong><br /> <br />Report writing; structure and format, including the use and display of mathematical formulae, use of references and quotes, bibliographies.<br /> <br />Research methodologies and techniques, including using a variety of media such as books, journal articles, the library and the internet.<br /> <br />The art of making oral presentations; use of OHP and Powerpoint, pace of delivery, layout and preparation of visual materials.<br /> <br /><strong>Group research project and presentation</strong><br /> <br />Group work: undertake research into a mathematical topic and jointly compile a written project report.  Share the preparation and delivery of an oral presentation summarising the group project.<br /> <br /><strong>Individual research project</strong><br /> <br />Experience of researching a mathematical topic individually and writing a short report on it</p>	Discussions among the module team are ongoing.	Module lead	Save and Submit	1924184	Prof Joerg Fliege	1394144602	0	100	0	no	no	yes	yes	yes	yes
MATH3033	Dr James Anderson	The students performed very well on the examination.   	(as sent to the students) First of all, many thanks to all of you who responded.  The evaluations were positive overall, and I am happy that y'all seemed to enjoy the topic and how it was presented.  The two main issues you raised in terms of things to change for next year are     1. the lack of assessed coursework, and   2. the choice of textbook and the related issue of the provision of lecture notes.    1. It is true that MATH3033 at present has no formally assessed coursework.  This is a piece of information that was available to you when you decided to take this module as opposed to others, and in fact there is the view that having modules with a wide range of assessment patterns, ranging from 100% final examination through to modules with large coursework components, is to your benefit, allowing you to take advantage of the strengths of how you work.    In addition to the regular problem sheets (for which solutions are provided), the bi-weekly tutorial session, and weekly office hours, I introduced this year the Question of the Week in an attempt to introduce an element of (informally) assessed coursework.  A few people commented favourably on the Question of the Week, and the only negative comment was around the lack of involvement with it as the semester went on, and so I plan on keeping the Question of the Week in future years that I teach this module, though I will give thought to how best to encourage participation.    It has also become clear to me that you take a narrower view of what constitutes coursework than I do.  I had always felt that the provision of problem sheets, together with the solutions, and tutorial sessions and office hours to handle any questions, was a significant element of coursework and gave you ample opportunity to determine how well you were coming to terms with the material we covered.  However, from the comments made, it seems that unless the work is marked by me and is part of the formal assessment for the module, you don't consider it coursework.     And so, in response to all of these comments, I have submitted a proposal to the Mathematical Sciences Programme Committee to include an element of assessed work next year, so that the balance of assessment changes to 80% final examination and 20% coursework, in line with many of the other third year modules.   If approved, this coursework will probably consist of 1 in-class test and 1 longer piece of coursework, but I'll make the final decision a bit later in the year.    To close on this topic, in the additional survey I had roughly the same number of comments that the problem sheet questions and the Questions of the Week were too hard as I had that they were too easy and harder problems were needed.  The limited number of responses to the questionnaire I ran on the level of difficulty of the questions asked over the semester gave a spread of 2.5 to 4.3, with most responses coming in between 3 and 4.  Combining these two, I feel confident that the questions are at the right level.  I will of course keep an eye on this in future years.    2. This year, we used Wallis's book, which seemed to go down well with several positive comments and the only negative comment being that the book contained more material than we covered in the module.  (This will be the case with any book used for a module such as this, given the breadth of the topic.)  I tried to note which chapters and sections were relevant, and I will improve on this next year, both in terms of keeping the assigned reading up to date and also in terms of stating more clearly which results in the book are being presented in the lectures.    One issue here, though one raised by only a few people, is that there was some confusion about which material would be examinable, and this led to some questions being asked in the weeks leading up to the exam.  It is difficult to give precise answers to some of these questions without actually stating what questions will be asked on the exam, but again I will endeavour to improve next year my discussions of what material your successors will be responsible for knowing for the final examination, and more importantly,  what material won't be examinable.    As we are using a specific textbook, there seems to be no clear reason to provide printed lecture notes, since essentially all of the material covered, with the exception of some examples, comes from Wallis's book.  One possibility would be for me to produce example sheets to supplement Wallis's book, which I will give serious consideration to.    There is nothing that I can do directly about the timetable.  I'm aware that late Tuesday afternoon is a sub-optimal time for concentration, but not all modules can be scheduled between 10am and 3pm, unfortunately.   I will also continue to use Twitter/Storify to capture your questions, and in fact I may make that the standard route for answering all questions, including those sent via email.  	21%	There is currently no coursework for this module, and so Question 8 above is not relevant.  The module profile needs updating to include random graphs, and also to minimise the overlap with MATH2014 Algorithms.  A proposal to change the module syllabus by adding random graphs and removing the material on flows in directed graphs has been submitted for consideration by the AUPC.	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	I introduced the use of Twitter to provide students with a route to ask questions without having to speak up during the lecture, which seemed to be popular with some students and which I'll continue in the future.  I also for the first time used Storify to capture the tweets from students, along with expanded written answers from me where relevant.  Again, this seemed to be well-received, and I will developed this further in the future.	Refining the syllabus as described above, improving the use of Twitter/Storify, which includes using Storify to answer emailed questions from students as well as those asked via Twitter.  I have also proposed to the AUPB that an element of assessed coursework (probably one in-class test and one piece of coursework) be introduced, to bring the balance of assessment to 80% final examination and 10% coursework.	Module lead	Save and Submit	1418815	Dr James Anderson	1392047223	100	0	0	no	yes	yes	yes	yes	yes
MATH3044	Dr Stefanie Biedermann	Most students did very well on both the coursework and the exam.	The module evaluation results are quite positive. The one more mediocre area is feedback to students, since the module questionnaires opened before the coursework hand-in date. I have already rearranged the order in which I teach the material, so the coursework marks were available before Christmas this academic year. To improve student satisfaction with feedback, I consider to have a short informal quiz at the end of each chapter, which can be used as formative assessment/feedback.  	13%		Feedback has been included on the blackboard page for the module and the students have been informed of this by email within one week of the relevant exam board.	The current syllabus is:<br /><p><strong>Point Estimation</strong><br /> <br />Sufficiency and the factorisation theorem<br /> <br />Maximum Likelihood Estimation (MLE)<br /> <br />Unbiased estimation<br /> <br />Sufficiency<br /> <br />Rao-Blackwell theorem<br /> <br />Cramer-Rao lower bound<br /> <br />Minimum Variance Unbiased Estimators (MVUE)<br /> <br />Asymptotic efficiency<br /> <br /><strong>Hypothesis Testing</strong><br /> <br />Neyman-Pearson Lemma<br /> <br />Uniformly most powerful test<br /> <br />Likelihood ratio test<br /> <br /><strong>Computational Inference</strong><br /> <br />Numerical solutions to Maximum Likelihood Estimation  – Newton-Raphson and Fisher Scoring<br /> <br />Re-sampling methods – Jacknife and Bootstrap<br /> <br /><strong>Bayesian Inference</strong><br /> <br />Bayes theorem<br /> <br />Prior and posterior distributions<br /> <br />Uniform and conjugate prior distributions<br /> <br />Predictive inference<br /> <br /><strong>Decision-Based Inference</strong><br /> <br />Loss functions and risk functions<br /> <br />Minimax decisions<br /> <br />Admissibility<br /> <br />Bayes risk</p>	To improve student satisfaction with feedback, I consider to have a short informal quiz at the end of each chapter, which can be used as formative assessment/feedback on progress.  	Module lead	Save and Submit	1839063	Dr Stefanie Biedermann	1394112604	80	20	0	no	no	yes	yes	yes	yes
MATH3052	Dr Giampaolo D'Alessandro, Dr Benjamin Macarthur	The assessment went fine and no changes are envisaged.	In general the students have liked the module.  Solutions to all the examples done in class will be made available from next year.	17%		Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	The current syllabus is:<br /><ol>  <li><strong>Introduction to dynamical systems theory</strong><br /><ol>  <li>Phase space of an ordinary differential equation;<strong><br /></strong></li>  <li>Linear stability analysis of fixed points;</li>  <li>Existence of periodic orbits.</li>  </ol></li>  <li><strong>Biology and ODEs<br /></strong><ol>  <li>Population dynamics: how species spread, reproduce and die;</li>  <li>Gene regulatory networks: how many gene work together in a series of reactions to help us live.</li>  </ol></li>  <li><strong>Patterns in biology<br /></strong><ol>  <li>Linear stability of partial differential equations;</li>  <li>Simple pattern forming models.<strong><br /></strong></li>  </ol></li>  </ol>    The syllabus was more coherent with respect to last year	Try to spend a bit more time on pattern formation.	Module lead	Save and Submit	1388029	Dr Giampaolo D'Alessandro	1402938615	80	20	0	no	no	yes	yes	yes	yes
MATH3063	Dr Gerard Kennedy, Dr Erengul Dodd	The students who got 50-59% was unusually low this year. There is no obvious explanation for this.	Module was generally well received. Some students wanted the theory and application more balanced (more time given to worked examples). This is partly due to the nature of the course, which develops theory in the first half and applies in the second.	31%	Marker for Class Test I had to take over responsibility for another module at very short notice. This caused a slight delay to feedback on Class Test I.	  Feedback on the exam was made available via Blackboard.	The early descriptive material on mortality was covered more quickly than in previous years. However, the time devoted to this material still needs to be shortened.	The time devoted to the early descriptive material on mortality will be shortened.	Module lead	Save and Submit	2571684	Dr Erengul Dodd	1400086195	80	0	20	no	no	yes	yes	yes	no
MATH3066	Dr Ramin Okhrati, Dr Erengul Dodd	The average is a little lower compared to the previous years. However the distribution of the marks is normal which means that the cohort is slightly weaker. The other reason of low average is that there are couple of students who had extremely low marks [between 0 and 9].	The students were very satisfied with the module and rated the module highly. The overall performance was satisfactory and the evaluation results show a clear improvement compared to the last year. Students really liked the red book which contains problem sets, past exam papers and class tests with solutions. 	23%		Feedback is included on the blackboard page for the module and the students were informed of this by email.	We followed the same syllabus as the last year. The lecture notes were uploaded on the blackboard weekly which was appreciated by the students. Since they liked the red book last year, we updated it this year and distributed on the first day of the term.       	Students asked to reduce the number of questions in the final exam. This is also suggested by the external examiners. Therefore we are going to reduce the exam time from 3 hours to 2 hours.     The feedback for the first class test was given on the 4th week. A few students complained about the late return of the results. This was due to one of the lecturers (RO) sickness. However, the lecturer continued teaching and this did not affect the quality of the teaching in any way. The return of the feedback can be improved next year.     Since the pension section was not included in the class test, few students found it difficult in the final exam. Next year a question about this section can be asked in the second class test to prepare them better for the final exam.   	Module lead	Save and Submit	2571684	Dr Erengul Dodd	1406051605	80	0	20	no	no	yes	yes	yes	yes
MATH3071	Dr Carlos Lobo	Very similar to last year.	Feedback was excellent overall. Some students wanted more examples but in fact did not know of extensive file online. 	5%		Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	I incorporated more examples and removed the last section so as to give the module at a more measured pace. At the same time I used all the time slots for tutorials (not just the 6 per semester) allotted which gave a total of 4 hours/week. This allowed for a slower, more detailed explanation of all points. This made the material more accessible to students and was reflected in student comments and performance.	increasing the part on dispersion relations and decreasing the wave guide section.	Module lead	Save and Submit	1977504	Dr Carlos Lobo	1404135051	80	20	0	no	no	yes	yes	yes	yes
MATH3072	Dr Benjamin Macarthur	The students generally engaged well with the material and performance in assessment was correspondingly good. More than expected obtained >70%. In future years more challenging material will be introduced to distinguish the strongest students. 	The student feedback for the module was generally very good. As with previous years, a number requested more comprehensive lecture notes. The notes provided cover all the course material, although examples are omitted in order to encourage students to attend the lectures and engage more proactively with the material (full solutions to all worked examples are provided in class). A few students do not like this, and request complete printed solutions to all the worked examples in class. However, this method generally works well and encourages a more collaborative problem solving atmosphere so I do not intend to update the notes to include full solutions to examples covered in class. A number requested additional biological flows to be included in the course material, and I intend to accommodate this request in future years while maintaing the balance between examples and general theory.	12%		Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	The syllabus for the module was not changed this year.     The current syllabus is:<br /><p><strong>1 Background </strong><br />   What is biological fluid dynamics?<br />   Vector and tensor calculus<br /><strong>2 Descriptions of Fluids</strong><br />    Eulerian and Lagrangian coordinates<br />    Conservation equations<br />    Constitutive laws<br />    The Navier-Stokes equations<br />    Boundary conditions<br /><strong>3 Exact Solutions to the Navier-Stokes Equations</strong><br />    Poiseuille and Couette flow<br />    Drainage of tear films<br />    Blood flow<br /><strong>4 Approximate Solutions to the Navier-Stokes Equations</strong><br />    Nondimensionalisation<br />    Large Reynolds number flows<br />    Small Reynolds number flows<br />    The Lubrication Approximation<br />    The Slow Flow Approximation<br />    Two-dimensional Stokes flow<br />    Stokes flow past a sphere</p>	Introduction of more challenging material will be introduced at the end of the main module sections for next year. This will provide more advanced material for the keenest students to engage with (there were a number who would have profited from such material this year). This material will form the basis for a small number of coursework and exam questions, in order to better distinguish very strongest students.	Module lead	Save and Submit	1565109	Dr Benjamin Macarthur	1394552346	80	100	0	no	no	yes	yes	yes	yes
MATH3076	Dr Nicholas Wright	Broadly the assessment was successful.  Question 3 on the exam was not answered well: this was bookwork, however it was quite technical and also different to questions that had appeared in previous years which I think was the cause of the difficulties.  In future it would be worth being watchful of the amount of highly technical material on the paper.	The students raised a couple of points in the evaluations that could help to improve the module.  The first is that the overall quantity of material covered is too great.  The reorganisation of material this year gave greater focus and more time spend on the early chapters, but this meant rushing through some of the later material.  The second point raised was about the class test (new this year).  This was late in the semester and consequently covered most of the module content.  It would be better to make the test more focused.	22%	Feedback for both the coursework and the class test were given in under 2 weeks.	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	The material was reorganised this year.  This was overall beneficial and gave the module more structure.  The balance of time spent on each area now needs fine-tuning.    The assessment as also modified this year, moving to one coursework and one class test instead of two courseworks.  This helped to ensure that students got helpful and timely feedback.	The amount of material to be covered in lectures needs to be reduced.  This will be achieved be reducing the amount of time covering material which is familiar from previous modules and by setting some of the less critical material as self-study exercises.    As mentioned above the class test should be improved by focusing it on a section of the module, rather than the whole module.	Module lead	Save and Submit	1771124	Dr Nicholas Wright	1409821863	80	10	10	no	no	yes	yes	yes	yes
MATH3077	Dr Armando Martino	The comments seem in line with previous years.	The feedback seemed both useful (3.6) and timely, according to the comments.  	21%	I believe this this module requires a serious review, as the content is both too broad and too disparate. I would very strongly urge that this be undertaken for next year (and I am happy to volunteer as part of the team that does this.) I believe a very strong case can be made that this material can and should be delivered in a way which supports pure subsequent pure modules and forms a coherent part of the students learning. As it is, I feel that the module is some sort of amalgam of interests which puts insufficient focus on the need of the student. 	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	Ass the first year taking the module, I left the previous structure unchanged.     The current syllabus is:<br /><strong>Group theory review:</strong> Lagrange's Theorem; normal subgroup; factor group; homomorphism (kernel and image); isomorphism theorems; correspondence theorem.<br />  <br /><strong>Local structure:</strong><br />  <ul>  <li>Review of Cauchy's Theorem.</li>  <li>Elementary properties of p-groups.</li>  <li>Review of Sylow's Theorems and corollaries.</li>  <li>More examples and applications of Sylow's Theorems: Groups of order 2p, p<sup>2</sup>q, pqr.</li>  </ul>  <p><strong>Normal structure:</strong></p>  <ul>  <li>Normal and sub-normal series; composition series; Jordan-Hlder Theorem.</li>  <li>Finite simple groups; simplicity of Alt(n) (n at least 5); the classification theorem.</li>  <li>Group extensions; split extensions; examples.</li>  </ul>  <p><strong>Solvable groups:</strong></p>  <ul>  <li>Solvability in terms of composition factors; commutator subgroups; derived series; general definition of solvability; elementary properties (subgroups, factor groups, etc.); examples.</li>  <li>The solvability of groups of order less than 60.</li>  </ul>  <p><strong>Ring theory review:</strong></p>  <ul>  <li>Integral domain; field; ideal; factor ring; ring homomorphism; isomorphism theorems; maximal and prime ideals; principal ideal domains; examples.</li>  <li>Basic properties of unique factorisation domains, principal ideal domains, Euclidean domains; examples and non-examples.</li>  </ul>  <p> <strong>Modules:</strong></p>  <ul>  <li>Definition; first examples; basic properties; submodule; factor module; isomorphism theorems; correspondence theorem.</li>  <li>Free modules; rank; universal property;  free modules over integral domains; the torsion submodule.</li>  </ul>  <p> <strong>Modules over a principal ideal domain:</strong></p>  <ul>  <li>The classification of finitely generated modules over a principal ideal domain.</li>  <li>The classification of finitely generated abelian groups.</li>  <li>The Jordan normal form of matrices over the complex numbers.</li>  </ul>  	As suggested, I favour a module review. I shall solicit opinion on that proposal. 	Module lead	Save and Submit	1970852	Dr Armando Martino	1393235233	80	0	20	no	yes	no	no	no	yes
MATH3078	Dr Armando Martino	The grade breakdown were as follows: 29% A, 24% B, 18% C, 29% F.     These are reasonable marks, given that the majority of the F grades were non-attenders. On the whole, the class found the material challenging, but very rewarding.  	Module Overall: 4.4  Lecturer: 4.7    These are very high scores, reflecting in part the popularity of the module and my own comfort with giving it for the fifth time. 	7%	I think that the module, while popular, is overly full and could do with streamlining, as it is a struggle to deliver all the material at a suitable pace. Additionally, there should be much better feed in from MATH3077.     As I will be handing this over next year, and teaching MATH3077, I will coordinate with the new lecturer to try to meet their requirements.	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	There were no real changes this year.       The current syllabus is:<br /><strong>Quadratic congruences:</strong><br />  <ul>  <li>quadratic residues and the Legendre symbol</li>  <li>law of quadratic reciprocity</li>  <li>Euler's criterion, Gauss' lemma</li>  </ul>  <br /> <br />  <br /><strong>Binary quadratic forms:</strong><br />  <ul>  <li>integers as sums of two and four squares, Minkowski's lattice point theorem</li>  <li>irreducible elements in the Gaussian integers</li>  <li>equivalence of binary quadratic forms, reduced quadratic forms, finiteness of the class number</li>  </ul>  <br /> <br />  <br /><strong>Algebraic number theory:</strong><br />  <ul>  <li>algebraic numbers and rings of integers</li>  <li>trace and norm</li>  <li>quadratic and cyclotomic number fields</li>  <li>(non-)unique factorization into irreducibles</li>  <li>ideals in rings of integers, ideal class group, finiteness of the class number</li>  <li>ideal classes in quadratic number fields and equivalence classes of binary quadratic forms</li>  </ul>  <br />   	I believe an overhaul and reduction of the material would be appropriate. 	Module lead	Save and Submit	1970852	Dr Armando Martino	1403525508	80	20	0	no	yes	no	yes	yes	yes
MATH3079	Prof Jacek Brodzki	The exam and the tests were a bit harder this year than previously; despite that the students achieved very good results. 	A main comment in the questionnaires was the turnaround time for returning marked tests; this will be improved for next year. It was good to see that generally the quality of feedback was acceptable. I appreciated the positive comments about the course, but it is clear that there needs to be a better balance between the metric spaces part and topology. However, the assumption is that the students should have achieved a level of proficiency which should make the second part easier to follow. 	9%		Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	The current syllabus is:<br /><ol>  <li>Definition of metric space. Examples: Euclidean metric, taxicab metric, discrete metric. Metrics on spaces of sequences and functions.</li>  <li>Open and closed subsets of metric spaces. Interior, closure, boundary of a set. Equivalent metrics.Compactness, the Cantor set, and the Heine-Borel theorem.</li>  <li>Cauchy sequences and completeness. Key examples: the space of real numbers and the space of continuous functions on a closed interval.</li>  <li>Continuous maps of metric spaces and their properties.</li>  <li>Topological spaces. Basis of a topology. Subspaces, products.</li>  <li>Homeomorphisms</li>  <li>Quotient spaces.</li>  <li>The Hausdorff condition.</li>  <li>Further properties of compact spaces, continuous maps on compact spaces. Tychonoffs theorem.</li>  <li>Connected and path-connected spaces. </li>  <li>(If time permits) Topological groups and vector spaces.</li>  </ol>  	It might be a good idea to introduce basics of coarse geometry, which would relate very well to the research currently carried out in the Department. This could be supported by examples from group theory. 	Module lead	Save and Submit	1611356	Prof Jacek Brodzki	1396867665	80	0	20	no	no	yes	yes	yes	yes
MATH3080	Dr Jelena Grbic	There was no problem with the exam and coursework assessment.	There were no unexpected comments.	12%	Although all the pre-requisites for this module are covered in previous modules, students come across rather unprepared. Recalling for them all the necessary material takes too much time of the module.	Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	The current syllabus is:<br /><p><strong> </strong></p>  <p><strong>Homotopy:</strong></p>  <ul>  <li>Homotopy and homotopy type</li>  <li>Paths and homotopy, definition fundamental group, simply connected spaces.</li>  <li>Fundamental group in general: induced homomorphisms, calculations and applications (R^2 is not homeomorphic to R^n for n not equal to 2.)</li>  <li>Seifert-van Kampen Theorem.</li>  <li>The Fundamental group of 2-dimensional complexes.</li>  </ul>  <p><strong>Homology:</strong></p>  <ul>  <li>Simplical complexes.</li>  <li>Simplicial and singular homology.</li>  <li>Homotopy invariance.</li>  <li>Exact sequences and excision, applications: Brouwer fixed point theorem, distinguishing spheres.</li>  <li>The Mayer-Vietoris sequences. </li>  </ul>  <p><strong>If time permits one or more of the following topics:</strong></p>  <ul>  <li>Euler characteristic</li>  <li>Lefschetz fixed point theorem</li>  <li>Classification of surfaces</li>  </ul>	I might run a class test to recap the pre-requisite and to emphasise in that way which particular topics are needed.	Module lead	Save and Submit	2209454	Dr Jelena Grbic	1403795690	80	0	20	no	no	no	yes	yes	yes
MATH6002	Prof Christopher Potts, Dr Dung Nguyen	The students’ performance was quite good this year (67.7% on average and with 1 student failed). The students perform really well in the coursework (despite the instructor has already made it reasonably more demanding compared to the previous years). Combining both the exam results and the coursework results, we find a majority of students have achieved the learning outcomes of the module.	Overall, the students provide a good feedback to the module (4.2/5) and to both of the instructors. Students like the practicality of the module. They also like the coursework as it involves solving a real application and with the enhancement on computer programming skills. Some students feel the material covered was overwhelming though.	19%		Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	There were no major changes to the module compared to the previous years except for the frequent updates of the lectures slides since the module has been running smoothly. 	We think the module is going on well. We acknowledge that the contents are a bit overwhelming to the students but this is a (single) core module that aims to cover many required areas in deterministic O.R. and mathematical programming and it is quite difficult to cut the contents down.	Module lead	Save and Submit	2101637	Dr Dung Nguyen	1394659795	70	30	0	no	no	yes	yes	yes	yes
MATH6004	Dr Athanasios Avramidis, Dr Navid Izady	Two questions of section A, A3 and A4, of the exam were harder than expected, and as a result some fell a few marks short of the required pass mark.  The marks were scaled up to compensate for this.     Simulation Marks are in line with the recent past; no adjustments seem to be required.  	The students seem to have been pleased with the module content and delivery as indicated by an overall rate of 4.5.     Stochastic OR Techniques: A few students have requested more examples. A large number of exercises are already covered both in the lectures and tutorials. See Q12 for meeting the demand of those with weaker background.    Simulation:  Two students found the coursework somewhat too hard, and one would have preferred no group coursework.  There is insufficient evidence about this to warrant changes at this point.  	22%		Feedback will be included on the blackboard page for the module and the students will be informed of this by email within one week of the relevant exam board.	Stochastic OR techniques:      - The number of tutorial questions increased compared to last year.      - A few new concepts were added to each of the topics covered in the course.     - For each of the topics covered, the lectures started by referring to a paper citing an application of the method in practice, using OR Interfaces journal as the main source.  The papers were also posted on Blackboard.     The features above were all liked by the students, and clearly made the course more relevant for application in real world.     Simulation: No changes were made.    	"Stochastic OR Techniques:      A set of easy questions will be set up and posted on Blackboard for students who need further practice before they can start working on tutorial questions.    Simulation: One student commented ""Amount of the work required for the Simulation project is too high in comparison to the number of CAT points the coursework is worth"" and another ""The learning aims/ examinable material of simulation part needs to be more clear"". While these seem isolated, they will be considered for next year.  "	Module lead	Save and Submit	2102447	Dr Navid Izady	1404810375	70	30	0	no	no	yes	yes	yes	yes
MATH6005	Miss Marion Penn	The overall marks are quite high, I feel this generally reflects the amount of work that students put into the unit and the understanding that their work demonstrates.    In future years I recommend adding a small (10%) extension into the main coursework to challenge the brightest students.	Overall the student feedback on the module is good.  Some students found the module particularly challenging and would have benefited from some additional support material on the basics.  Comments at the end show a mixture of those who found it hard and those who would have liked to be stretched more, suggesting that overall the pitching is about right.    I added additional questions on lecture recording and peer assessment to the evaluation - the lecture recording went down well and the peer assessment was an improvement on the previous system, but some were less happy than the others.  I will write up separate reports on both of these, including some refinements to the peer marking.	48%	The students had a wide range of prior knowledge, in future I would like to have some additional materials for those with least prior experience of programming.	There was no exam - students have had individual feedback for all assignments and general feedback for the final assignment was posted to blackboard when they were sent their results and individual feedback.	The current syllabus is:<br />No prior programming experience is required.  The module will cover the basic principles of programming in a high level language.<br />  <br />The main focus will, however, be in developing a working facility of Visual Basic.  The module will cover a range of the most commonly used techniques and algorithms, including technical calculations, as well as data manipulation, graphical users interface, file handling, object-oriented programming (OOP), and integration with other packages such as Excel and Access.<br />  <br />Practical exercises are used to reinforce the ideas taught in the module, which will enable the students to build up their own library of algorithms for use in other modules or in project work.    No changes made	Provide podcasts/short recorded lecture segments going into more detail on some aspects of the course/showing coding being done, that students can watch at their own pace to supplement lectures for those with less prior knowledge of programming.    Continue with peer marking exercise with more material to support students in doing it.    Small improvements to ordering of questions in the exercise sheets and ensure the answers to these are in the correct order.    Addition of extension to final coursework.	Module lead	Save and Submit	3226719	Miss Marion Penn	1401972147	0	100	0	no	no	yes	yes	yes	yes
